id,name,debut_manga,debut_anime,debut_novel,debut_movie,debut_game,debut_ova,sex,blood_type,clan
1050,Sazanka,N/A,Boruto Episode #231,N/A,N/A,N/A,N/A,Male,N/A,N/A
1079,Shiba,Naruto Chapter #29,Naruto Episode #17,"Naruto: Innocent Heart, Demonic Blood",Road to Ninja: Naruto the Movie,Naruto: Ultimate Ninja,N/A,Male,N/A,N/A
1158,Suna Assassin Captain,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1202,Kuroma Tatsushiro,N/A,N/A,N/A,N/A,Naruto Shippūden: Dragon Blade Chronicles,N/A,Male,N/A,Ryū
1210,Temujin,N/A,N/A,Naruto the Movie: Legend of the Stone of Gelel,Naruto the Movie: Legend of the Stone of Gelel,N/A,N/A,Male,N/A,N/A
1245,Tonbee,N/A,Naruto Shippūden Episode #144,N/A,N/A,N/A,N/A,Male,N/A,Tsuchigumo
1255,Toroi,Naruto Chapter #516,Naruto Shippūden Episode #261,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,O,N/A
1265,Kin Tsuchi,Naruto Chapter #35,Naruto Episode #21,N/A,N/A,Naruto: Path of the Ninja,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Female,O,N/A
1289,Fugaku Uchiha,Naruto Chapter #145,Naruto Episode #84,Itachi Shinden: Book of Bright Light,N/A,Naruto: The Broken Bond,N/A,Male,AB,Uchiha
1296,Izuna Uchiha,Naruto Chapter #386,Naruto Shippūden Episode #136,The Last: Naruto the Movie,The Last: Naruto the Movie,Naruto: Shinobi Collection Shippū Ranbu,N/A,Male,O,Uchiha
1309,Shin Uchiha,Naruto Chapter #700+2,Boruto Episode #20,Naruto Shinden: Parent and Child Day  (Mentioned),N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
1313,Tekka Uchiha,Naruto Chapter #221,Naruto Episode #129,Itachi Shinden: Book of Bright Light,N/A,Naruto Shippūden: Ultimate Ninja Storm 2,The Two Uchiha,Male,N/A,Uchiha
1330,Uō,N/A,Boruto Episode #71,N/A,N/A,N/A,N/A,Male,N/A,N/A
1320,Ūhei,Naruto Chapter #29,Naruto Episode #17,"Naruto: Innocent Heart, Demonic Blood",Road to Ninja: Naruto the Movie,Naruto: Ultimate Ninja,N/A,Male,N/A,N/A
1323,Umibōzu,N/A,Naruto Episode #172,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1333,Urushi (summon),Naruto Chapter #29,Naruto Episode #17,"Naruto: Innocent Heart, Demonic Blood",Road to Ninja: Naruto the Movie,Naruto: Ultimate Ninja,N/A,Male,N/A,N/A
1341,Kushina Uzumaki,Naruto Chapter #382,Naruto Shippūden Episode #128,Naruto Shippūden the Movie: The Lost Tower,Naruto Shippūden the Movie: The Lost Tower,Naruto Shippūden: Ultimate Ninja Impact,Naruto Shippūden: UNSG anime cutscenes,Female,B,Uzumaki
1370,Santa Yamanaka,Naruto Chapter #523,Naruto Shippūden Episode #266,N/A,N/A,N/A,N/A,Male,N/A,Yamanaka
1374,Kokage Yanagikage,Naruto Chapter #423,Naruto Shippūden Episode #159,N/A,N/A,N/A,N/A,Male,N/A,N/A
1383,Yomi,N/A,N/A,Naruto Shippūden the Movie,Naruto Shippūden the Movie,N/A,N/A,Male,N/A,N/A
1385,Hyōi Yorishiro,N/A,Boruto Episode #177,N/A,N/A,N/A,N/A,Male,N/A,N/A
1356,Yahiko,Naruto Chapter #372,Naruto Shippūden Episode #128,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,Naruto Shippūden: Ultimate Ninja Heroes 3,Naruto x UT,Male,O,N/A
1389,Yoshiteru,Naruto Chapter #460,Naruto Shippūden Episode #202,N/A,N/A,N/A,N/A,Male,N/A,N/A
1405,Yūkimaru,N/A,Naruto Shippūden Episode #90,N/A,N/A,N/A,N/A,Male,N/A,N/A
540,Kahyō,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
660,Reishi Kodon,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Kodon
661,Tenma Kodon,N/A,N/A,Naruto Jinraiden: The Day the Wolf Howled,N/A,N/A,N/A,Male,N/A,Kodon
688,Metoro Konjiki,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
711,Kurama,Naruto Chapter #1,Naruto Episode #1,"Naruto: Innocent Heart, Demonic Blood",Naruto the Movie: Ninja Clash in the Land of Snow,Naruto: Konoha Ninpōchō,Naruto Shippūden: UNSG anime cutscenes,N/A,N/A,N/A
752,Magire,N/A,N/A,"Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze",N/A,N/A,N/A,Male,N/A,N/A
958,Rahyō,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
1084,Shigezane,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,"['Hōki Family', 'Nara']"
35,Akatsuchi,Naruto Chapter #454,Naruto Shippūden Episode #199,Kakashi Hiden: Lightning in the Icy Sky,The Last: Naruto the Movie,Naruto Shippūden 3D: The New Era,N/A,Male,B,N/A
99,Asura Path (character),Naruto Chapter #379,Naruto Shippūden Episode #127,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,Naruto x UT,Male,N/A,N/A
477,Udon Ise,Naruto Chapter #34,Naruto Episode #20,Naruto Retsuden: Naruto Uzumaki and the Spiral Destiny,Naruto the Movie: Blood Prison,Naruto: Konoha Ninpōchō,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,O,N/A
596,Karui,Naruto Chapter #417,Naruto Shippūden Episode #156,The Last Day at the Ninja Academy!,Naruto the Movie: Blood Prison,Naruto Shippūden: Ultimate Ninja Storm 4,Chūnin Exam on Fire! Naruto vs. Konohamaru!,Female,A,Akimichi
618,Moegi Kazamatsuri,Naruto Chapter #34,Naruto Episode #20,Naruto Retsuden: Naruto Uzumaki and the Spiral Destiny,Naruto the Movie: Blood Prison,Naruto: Konoha Ninpōchō,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Female,A,N/A
774,Matsuri,Naruto Chapter #280,Naruto Episode #216,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden: Ultimate Ninja 4,N/A,Female,N/A,N/A
925,Ōnoki,Naruto Chapter #454,Naruto Shippūden Episode #199,Kakashi Hiden: Lightning in the Icy Sky,The Last: Naruto the Movie,Naruto Shippūden 3D: The New Era,Naruto Shippūden: UNSG anime cutscenes,Male,O,Kamizuru   (Anime only)
1321,Ultimate Summoning Beast,N/A,Naruto Shippūden Episode #227,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,Zero-Tails,N/A,N/A,Naruto Shippūden the Movie: Bonds,Naruto Shippūden the Movie: Bonds,N/A,N/A,N/A,N/A,N/A
8,Zaku Abumi,Naruto Chapter #35,Naruto Episode #21,N/A,N/A,Naruto: Path of the Ninja,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,AB,N/A
9,Harika Aburame,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Female,N/A,Aburame
11,Shibi Aburame,Naruto Chapter #137,Naruto Episode #79,Naruto Shippūden the Movie: The Lost Tower,Naruto Shippūden the Movie: The Lost Tower,Naruto Shippūden: Ultimate Ninja Blazing,Hidden Leaf Village Grand Sports Festival!,Male,A,Aburame
14,Tatsuma Aburame,Naruto Chapter #583,Naruto Shippūden Episode #336,N/A,N/A,N/A,N/A,Male,N/A,Aburame
24,Ajisai,Naruto Chapter #407,Naruto Shippūden Episode #155,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 2,Naruto x UT,Female,N/A,N/A
27,Yoroi Akadō,Naruto Chapter #45,Naruto Episode #26,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,Naruto x UT,Male,O,N/A
28,Akahoshi,N/A,Naruto Episode #178,N/A,N/A,N/A,N/A,Male,N/A,N/A
36,Jinin Akebino,Naruto Chapter #522,Naruto Shippūden Episode #265,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,O,N/A
39,Chōchō Akimichi,Naruto Chapter #700,Boruto Episode #1,Boruto: Naruto the Movie,Boruto: Naruto the Movie,Naruto: Ultimate Ninja Online,The Day Naruto Became Hokage (OVA),Female,N/A,Akimichi
43,Dōtō Akimichi,Naruto Chapter #542,Naruto Shippūden Episode #282,N/A,N/A,Naruto Mobile,N/A,Male,N/A,Akimichi
44,Makaro Akimichi,Naruto Chapter #631,Naruto Shippūden Episode #372,N/A,N/A,N/A,N/A,Male,N/A,Akimichi
45,Maruten Akimichi,Naruto Chapter #534,Naruto Shippūden Episode #275,N/A,N/A,N/A,N/A,Male,N/A,Akimichi
47,Torifu Akimichi,Naruto Chapter #481,Naruto Shippūden Episode #211,N/A,N/A,N/A,N/A,Male,N/A,Akimichi
52,Lars Alexandersson,N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 2,N/A,Male,N/A,N/A
54,Samidare Amaashi,N/A,Boruto Episode #155,N/A,N/A,N/A,N/A,Male,N/A,N/A
59,Amai,N/A,Naruto Shippūden Episode #286,N/A,N/A,N/A,N/A,Male,N/A,N/A
68,Anaguma,N/A,Boruto Episode #275,N/A,N/A,N/A,N/A,Male,N/A,N/A
71,Bird-Masked Anbu Member,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
79,Ankorodō Shop Owner,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
88,Araya,Boruto Chapter #3,Boruto Episode #55,Boruto: Naruto the Movie,Boruto: Naruto the Movie,N/A,N/A,Male,N/A,N/A
100,Atsui,Naruto Chapter #527,Naruto Shippūden Episode #269,N/A,N/A,Naruto Mobile,N/A,Male,O,N/A
107,Baki,Naruto Chapter #65,Naruto Episode #37,Gaara Hiden: A Sandstorm Mirage,Naruto Shippūden the Movie: The Will of Fire,Naruto: Ultimate Ninja,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,A,N/A
112,Bando,N/A,N/A,N/A,N/A,Naruto: Clash of Ninja Revolution 2,N/A,Male,N/A,N/A
117,Beekeeper,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kamizuru
123,Black Shadow,N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja 4,N/A,Male,N/A,N/A
135,C,Naruto Chapter #454,Naruto Shippūden Episode #199,Sasuke Shinden: Book of Sunrise,N/A,Naruto Shippūden: Ultimate Ninja Impact,Naruto Shippūden: UNSG anime cutscenes,Male,A,N/A
140,Chen,N/A,Naruto Shippūden Episode #312,N/A,N/A,N/A,N/A,Male,N/A,N/A
145,Chino,N/A,Naruto Shippūden Episode #484,Sasuke Shinden: Book of Sunrise,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Female,N/A,Chinoike
156,Chūkaku,N/A,Naruto Shippūden Episode #316,N/A,N/A,N/A,N/A,Male,N/A,N/A
163,Curse Jutsu Master,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
165,Daemon,Boruto Chapter #59,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
166,Daibutsu,N/A,Naruto Shippūden Episode #347,N/A,N/A,N/A,N/A,Male,N/A,N/A
170,Daimaru,N/A,Naruto Shippūden Episode #316,N/A,N/A,N/A,N/A,Male,N/A,N/A
191,Datsuji,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
194,Delta,Boruto Chapter #15,Boruto Episode #157,N/A,N/A,Naruto x Boruto: Ninja Voltage,N/A,Female,N/A,N/A
203,Mawashi Dokuraku,Naruto Chapter #418,Naruto Shippūden Episode #157,N/A,N/A,N/A,N/A,Male,N/A,N/A
210,Might Duy,Naruto Chapter #668,Naruto Shippūden Episode #418,N/A,N/A,Naruto: Shinobi Collection Shippū Ranbu,N/A,Male,B,N/A
212,Ebisu,Naruto Chapter #2,Naruto Episode #2,N/A,Naruto the Movie: Blood Prison,Naruto: Konoha Ninpōchō,Hidden Leaf Village Grand Sports Festival!,Male,A,N/A
217,En no Gyōja,N/A,Naruto Shippūden Episode #144,N/A,N/A,N/A,N/A,Male,N/A,Tsuchigumo
221,Fū,Naruto Chapter #515,Naruto Shippūden Episode #205,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Female,B,N/A
225,Fugai,N/A,N/A,Naruto the Movie: Legend of the Stone of Gelel,Naruto the Movie: Legend of the Stone of Gelel,N/A,N/A,Female,N/A,N/A
226,Fugi,N/A,Naruto Shippūden Episode #397,N/A,N/A,N/A,N/A,Male,N/A,N/A
242,Araumi Funato,N/A,Boruto Episode #233,N/A,N/A,N/A,N/A,Male,N/A,Funato
255,Futami,N/A,Naruto Shippūden Episode #464,N/A,N/A,N/A,N/A,Male,N/A,N/A
256,Futsu,N/A,Naruto Shippūden Episode #485,Sasuke Shinden: Book of Sunrise,N/A,N/A,N/A,Male,N/A,N/A
260,Gama,Naruto Chapter #90,Naruto Episode #52,N/A,N/A,Naruto: Ultimate Ninja 2,N/A,Male,N/A,N/A
265,Gamaken,Naruto Chapter #374,Naruto Shippūden Episode #130,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,Naruto Shippūden: Ultimate Ninja Storm 2,N/A,Male,N/A,N/A
273,Gandō,N/A,N/A,N/A,N/A,Naruto: Uzumaki Chronicles 2,N/A,Male,N/A,Shirogane
281,Garakuta Gang Leader,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
282,Gari,Naruto Chapter #515,Naruto Shippūden Episode #256,N/A,N/A,Naruto Mobile,N/A,Male,AB,N/A
229,Fūka,N/A,Naruto Shippūden Episode #56,N/A,N/A,Naruto Mobile,N/A,Female,N/A,N/A
292,Gekkō,N/A,Boruto Episode #43,N/A,N/A,N/A,N/A,Male,N/A,N/A
294,Gekomatsu,N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,N/A,N/A
308,Giant Bee,N/A,Naruto Episode #150,N/A,N/A,N/A,N/A,N/A,N/A,N/A
310,Giant Clam,Naruto Chapter #548,Naruto Shippūden Episode #300,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm Revolution,N/A,N/A,N/A,N/A
312,Giant Crustacean,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
313,Giant Drill-Beaked Bird,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
329,Goji,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
331,Gokai,N/A,Boruto Episode #244,N/A,N/A,N/A,N/A,Male,N/A,Funato
336,Gotta,N/A,Naruto Shippūden Episode #352,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,N/A,Iburi
338,Gōzu,Naruto Chapter #9,Naruto Episode #6,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,N/A,Male,B,N/A
341,Guren,N/A,Naruto Shippūden Episode #89,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Female,N/A,N/A
353,Three Haimaru Brothers,Naruto Chapter #137,Naruto Episode #79,N/A,N/A,N/A,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,N/A,Inuzuka
365,Hanare,N/A,Naruto Shippūden Episode #191,N/A,N/A,N/A,N/A,Female,N/A,N/A
373,Mebuki Haruno,N/A,Naruto Shippūden Episode #271,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,N/A,N/A,Female,N/A,N/A
377,Sakumo Hatake,Naruto Chapter #425,Naruto Shippūden Episode #159,Kakashi Retsuden: The Sixth Hokage and the Failure Boy  (Mentioned),N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,O,Hatake
378,Hāto,N/A,Naruto Shippūden Episode #148,N/A,N/A,N/A,N/A,Male,N/A,Tsuchigumo
382,Hebiichigo,N/A,Boruto Episode #28,School Trip Bloodwind Records,N/A,N/A,N/A,Female,N/A,N/A
383,Heiji,N/A,Naruto Shippūden Episode #316,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
388,Hidan,Naruto Chapter #312,Naruto Shippūden Episode #71,Akatsuki Hiden: Evil Flowers in Full Bloom,Road to Ninja: Naruto the Movie,Naruto Shippūden: Gekitō Ninja Taisen! EX 3,Naruto Shippūden: UNSG anime cutscenes,Male,B,N/A
391,Shimon Hijiri,Naruto Chapter #40,Naruto Episode #21,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
397,Himushi,N/A,Naruto Shippūden Episode #286,N/A,N/A,N/A,N/A,Male,N/A,N/A
401,Hinoko,N/A,Naruto Shippūden Episode #489,Shikamaru Hiden: A Cloud Drifting in Silent Darkness,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Female,N/A,N/A
406,Hiruko (missing-nin),N/A,N/A,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,N/A,N/A,Male,N/A,N/A
417,Hokushin,N/A,Naruto Episode #164,N/A,N/A,N/A,N/A,Male,N/A,N/A
419,Honoka,N/A,Naruto Shippūden Episode #227,N/A,N/A,N/A,N/A,Female,N/A,N/A
428,Gengetsu Hōzuki,Naruto Chapter #525,Naruto Shippūden Episode #267,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,AB,Hōzuki
432,Hyō,Naruto Chapter #285,Naruto Shippūden Episode #35,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,N/A,N/A
449,Ibushi,N/A,N/A,N/A,N/A,Naruto: Uzumaki Chronicles 2,N/A,Male,N/A,Shirogane
469,Iō,N/A,Naruto Shippūden Episode #184,N/A,N/A,N/A,N/A,Male,N/A,N/A
470,Iō (medical-nin),N/A,Naruto Shippūden Episode #307,N/A,N/A,N/A,N/A,Male,N/A,N/A
479,Ishikawa,Naruto Chapter #575,Naruto Shippūden Episode #332,N/A,N/A,N/A,N/A,Male,O,Kamizuru   (Anime only)
491,Iwana (Otogakure),N/A,N/A,N/A,N/A,N/A,Naruto: The Cross Roads,Male,N/A,N/A
493,Iwazō,N/A,Naruto Shippūden Episode #239,N/A,N/A,N/A,N/A,Male,N/A,N/A
494,Iyashi,Naruto Chapter #68,Naruto Episode #39,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
499,Wasabi Izuno,Konoha Shinden Chapter #1,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto x Boruto: Ninja Voltage,N/A,Female,N/A,Izuno
504,Jako,N/A,Naruto Shippūden Episode #194,N/A,N/A,N/A,N/A,Male,N/A,N/A
508,Jibiki,N/A,Boruto Episode #233,N/A,N/A,N/A,N/A,Male,N/A,Funato
510,Jigen,Boruto Chapter #15,Boruto Episode #157,N/A,N/A,Naruto x Boruto: Ninja Voltage,N/A,Male,N/A,N/A
426,Hotaru,N/A,Naruto Shippūden Episode #144,N/A,N/A,Naruto: Shinobi Collection,N/A,Female,N/A,Tsuchigumo
427,Hotarubi,N/A,Naruto Episode #179,N/A,N/A,N/A,N/A,Male,N/A,N/A
526,Kagari,Naruto Chapter #61,Naruto Episode #36,N/A,N/A,Naruto: Clash of Ninja 2,Hidden Leaf Village Grand Sports Festival!,Male,O,N/A
542,Agari Kaisen,N/A,Naruto Episode #175,N/A,N/A,N/A,N/A,Male,N/A,Kedōin
550,Sumire Kakei,Boruto Chapter #18,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto: Ultimate Ninja Online,N/A,Female,N/A,N/A
554,Kakoi,Naruto Chapter #419,Naruto Shippūden Episode #157,N/A,N/A,N/A,N/A,Male,N/A,N/A
556,Magire Kakuremino,N/A,Boruto Episode #7,A Call from the Shadows!,N/A,N/A,N/A,Male,N/A,N/A
587,Karai,N/A,Naruto Shippūden Episode #286,N/A,N/A,N/A,N/A,Male,N/A,N/A
592,Karenbana,N/A,N/A,Naruto the Movie: Guardians of the Crescent Moon Kingdom,Naruto the Movie: Guardians of the Crescent Moon Kingdom,N/A,N/A,Female,N/A,N/A
624,Kegon,N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Male,N/A,N/A
605,Dan Katō,Naruto Chapter #160,Naruto Episode #91,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,A,N/A
610,Kaito Kawanami,N/A,Boruto Episode #221,N/A,N/A,N/A,N/A,Male,N/A,N/A
619,Kazami,N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Male,N/A,N/A
641,Kinkaku,Naruto Chapter #525,Naruto Shippūden Episode #267,"Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze  (Mentioned)",N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,A,N/A
644,Dosu Kinuta,Naruto Chapter #35,Naruto Episode #21,N/A,N/A,Naruto: Path of the Ninja,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,A,N/A
646,Kiri (ninja),Naruto Chapter #515,Naruto Shippūden Episode #242,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,N/A,N/A
653,Kitsuchi,Naruto Chapter #515,Naruto Shippūden Episode #256,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,O,N/A
655,Kobanza,N/A,Boruto Episode #238,N/A,N/A,N/A,N/A,Male,N/A,Funato
665,Kōji (Suna),N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Male,N/A,N/A
682,Komushi,N/A,Naruto Shippūden Episode #319,N/A,N/A,N/A,N/A,Male,N/A,N/A
689,Konoha Astronomer,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
692,Korobi,N/A,Naruto Shippūden Episode #182,N/A,N/A,N/A,N/A,Male,N/A,N/A
699,Kotohime,N/A,Naruto Episode #139,N/A,N/A,N/A,N/A,Female,N/A,Fūma  (Land of Sound)
702,Kōza Kubisaki,N/A,Naruto Episode #194,N/A,N/A,N/A,N/A,Male,N/A,N/A
722,Batora Kuromori,N/A,Boruto Episode #261,N/A,N/A,N/A,N/A,Male,N/A,N/A
729,Kussaku,Naruto Chapter #515,Naruto Shippūden Episode #256,N/A,N/A,N/A,N/A,Male,N/A,N/A
732,Kusune,N/A,Naruto Shippūden Episode #184,N/A,N/A,N/A,N/A,Male,N/A,N/A
733,Kusushi,Naruto Chapter #235,Naruto Episode #135,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
734,Kyodaigumo,Naruto Chapter #194,Naruto Episode #116,N/A,N/A,Naruto: Gekitō Ninja Taisen! 4,N/A,Female,N/A,N/A
736,Kyūsuke,Naruto Chapter #446,Naruto Shippūden Episode #173,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,N/A,N/A
738,Metal Lee,Naruto Chapter #700,Boruto Episode #1,Boruto: Naruto the Movie,Boruto: Naruto the Movie,Naruto: Ultimate Ninja Online,The Day Naruto Became Hokage (OVA),Male,N/A,Lee   (Novel only)
749,Mabui,Naruto Chapter #416,Naruto Shippūden Episode #152,Naruto the Movie: Blood Prison,Naruto the Movie: Blood Prison,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Female,A,N/A
771,Matatabi,Naruto Chapter #313,Naruto Shippūden Episode #72,The Last: Naruto the Movie,The Last: Naruto the Movie,Naruto Shippūden: Ninja Destiny 3,N/A,N/A,N/A,N/A
776,Daizen Matsushige,N/A,Boruto Episode #259,N/A,N/A,N/A,N/A,Male,N/A,N/A
777,Mecha-Kurama,N/A,Naruto Shippūden Episode #377,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm Revolution,N/A,N/A,N/A,N/A
779,Meizu,Naruto Chapter #9,Naruto Episode #6,"Naruto: Innocent Heart, Demonic Blood",N/A,Naruto: Konoha Ninpōchō,N/A,Male,B,N/A
806,Miroku,N/A,N/A,Naruto Shippūden the Movie,Naruto Shippūden the Movie,N/A,N/A,Female,N/A,N/A
810,Mitate,Naruto Chapter #87,Naruto Episode #50,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
832,Mondai,N/A,Naruto Episode #161,N/A,N/A,N/A,N/A,Male,N/A,N/A
840,Motoi,Naruto Chapter #492,Naruto Shippūden Episode #243,N/A,N/A,Naruto Mobile,N/A,Male,B,N/A
841,Mozuku,Naruto Chapter #40,Naruto Episode #21,N/A,Naruto the Movie: Blood Prison,Naruto Mobile,N/A,Male,N/A,N/A
842,Mozuku (Land of Calm Seas),N/A,Boruto Episode #228,N/A,N/A,N/A,N/A,Male,N/A,N/A
863,Raidō Namiashi,Naruto Chapter #93,Naruto Episode #3,N/A,Naruto the Movie: Blood Prison,Naruto: Ultimate Ninja 2,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,AB,N/A
864,Menma Namikaze,N/A,Naruto Shippūden Episode #427,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,B,N/A
868,Nanafushi,N/A,Naruto Episode #193,N/A,N/A,N/A,N/A,Male,N/A,N/A
871,Daen Nara,Naruto Chapter #616,Naruto Shippūden Episode #365,N/A,N/A,N/A,N/A,Male,N/A,Nara
874,Kasuga Nara,Naruto Chapter #616,Naruto Shippūden Episode #365,N/A,N/A,N/A,N/A,Male,N/A,Nara
875,Maen Nara,Naruto Chapter #616,Naruto Shippūden Episode #365,N/A,N/A,N/A,N/A,Male,N/A,Nara
877,Shikaku Nara,Naruto Chapter #137,Naruto Episode #59,N/A,Naruto the Movie: Blood Prison,Naruto: Ultimate Ninja 2,Hidden Leaf Village Grand Sports Festival!,Male,B,Nara
879,Suzaku Nara,Naruto Chapter #534,Naruto Shippūden Episode #275,N/A,N/A,N/A,N/A,Male,N/A,Nara
880,Yoshino Nara,Naruto Chapter #182,Naruto Episode #110,N/A,Naruto the Movie: Blood Prison,N/A,N/A,Female,A,Nara
884,Natsuhi,N/A,Naruto Episode #178,N/A,N/A,N/A,N/A,Female,N/A,N/A
885,Nauma,N/A,Naruto Shippūden Episode #66,N/A,N/A,N/A,N/A,Male,N/A,N/A
891,Nekomata,N/A,Naruto Shippūden Episode #189,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
895,Ni,N/A,N/A,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,N/A,N/A,Female,N/A,N/A
897,Nigai,N/A,Naruto Shippūden Episode #286,N/A,N/A,N/A,N/A,Male,N/A,N/A
898,Yugito Nii,Naruto Chapter #312,Naruto Shippūden Episode #71,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,Naruto Shippūden: Ninja Destiny 3,N/A,Female,A,N/A
901,Nishi (sensor),Boruto Chapter #39,Boruto Episode #205,N/A,N/A,N/A,N/A,Male,N/A,N/A
905,Nonota,Naruto Chapter #546,Naruto Shippūden Episode #296,N/A,N/A,N/A,N/A,Male,N/A,N/A
911,Oboro,Naruto Chapter #46,Naruto Episode #28,N/A,N/A,Naruto: Clash of Ninja 2,Hidden Leaf Village Grand Sports Festival!,Male,A,N/A
917,Oko,N/A,Boruto Episode #44,N/A,N/A,N/A,N/A,Male,N/A,N/A
933,Ōtsutsuki Clan Patriarch,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,Ōtsutsuki
941,Kinshiki Ōtsutsuki,Boruto Chapter #2,Boruto Episode #15,Boruto: Naruto the Movie,Boruto: Naruto the Movie,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,N/A,Ōtsutsuki
